chips,time
9.68,2016-04-15 07:37:50
9.68,2016-04-15 07:37:57
9.68,2016-04-15 07:38:06
9.68,2016-04-15 07:38:15
9.63,2016-04-15 07:38:38
9.63,2016-04-15 07:38:48
9.63,2016-04-15 07:38:55
10.11,2016-04-15 07:40:07
10.09,2016-04-15 07:40:21
10.09,2016-04-15 07:40:31
10.09,2016-04-15 07:40:41
10.16,2016-04-15 07:41:29
10.14,2016-04-15 07:41:38
10.21,2016-04-15 07:42:03
10.19,2016-04-15 07:42:20
10.17,2016-04-15 07:42:27
10.12,2016-04-15 07:42:47
10.12,2016-04-15 07:42:54
10.12,2016-04-15 07:43:09
11.6,2016-04-15 07:43:57
11.6,2016-04-15 07:44:03
11.6,2016-04-15 07:44:08
11.81,2016-04-15 07:44:42
11.79,2016-04-15 07:44:52
11.98,2016-04-15 07:45:46
11.83,2016-04-15 07:46:36
11.83,2016-04-15 07:46:45
11.83,2016-04-15 07:46:54
11.81,2016-04-15 07:47:01
11.76,2016-04-15 07:47:30
11.13,2016-04-15 07:48:02
11.11,2016-04-15 07:48:13
7.82,2016-04-15 07:49:25
7.82,2016-04-15 07:49:40
7.82,2016-04-15 07:49:54
7.82,2016-04-15 07:49:58
7.77,2016-04-15 07:50:23
7.75,2016-04-15 07:50:30
7.75,2016-04-15 07:50:46
7.75,2016-04-15 07:50:53
8.47,2016-04-15 07:51:34
8.47,2016-04-15 07:51:41
8.27,2016-04-15 07:52:50
8.27,2016-04-15 07:52:55
8.27,2016-04-15 07:53:03
8.27,2016-04-15 07:53:09
8.27,2016-04-15 07:53:23
7.87,2016-04-15 07:54:06
9.45,2016-04-15 07:55:09
9.4,2016-04-15 07:55:20
9.4,2016-04-15 07:55:25
9.38,2016-04-15 07:55:32
9.38,2016-04-15 07:55:39
9.38,2016-04-15 07:55:44
9.36,2016-04-15 07:55:49
9.36,2016-04-15 07:55:59
9.41,2016-04-15 07:56:33
9.66,2016-04-15 07:57:34
9.66,2016-04-15 07:57:41
9.64,2016-04-15 07:57:56
9.62,2016-04-15 07:58:03
9.74,2016-04-15 07:58:58
9.74,2016-04-15 07:59:03
9.72,2016-04-15 07:59:08
9.72,2016-04-15 07:59:15
9.72,2016-04-15 07:59:26
9.7,2016-04-15 07:59:39
9.65,2016-04-15 07:59:56
9.65,2016-04-15 08:00:02
9.72,2016-04-15 08:00:24
9.72,2016-04-15 08:00:31
9.72,2016-04-15 08:00:39
9.74,2016-04-15 08:00:58
9.72,2016-04-15 08:01:05
9.7,2016-04-15 08:01:11
9.7,2016-04-15 08:01:18
9.15,2016-04-15 08:02:18
9.15,2016-04-15 08:02:33
9.0,2016-04-15 08:03:33
8.95,2016-04-15 08:03:49
8.95,2016-04-15 08:03:57
8.95,2016-04-15 08:04:04
8.95,2016-04-15 08:04:22
8.93,2016-04-15 08:04:38
8.93,2016-04-15 08:04:46
8.93,2016-04-15 08:05:03
8.95,2016-04-15 08:05:24
8.95,2016-04-15 08:05:36
9.14,2016-04-15 08:06:08
9.19,2016-04-15 08:06:40
9.19,2016-04-15 08:06:50
9.67,2016-04-15 08:07:37
9.67,2016-04-15 08:07:44
9.62,2016-04-15 08:08:01
9.62,2016-04-15 08:08:22
9.6,2016-04-15 08:08:29
9.6,2016-04-15 08:08:40
9.6,2016-04-15 08:08:48
9.6,2016-04-15 08:08:58
9.65,2016-04-15 08:09:43
9.65,2016-04-15 08:09:52
9.65,2016-04-15 08:10:00
9.6,2016-04-15 08:10:16
9.6,2016-04-15 08:10:22
9.67,2016-04-15 08:10:49
9.65,2016-04-15 08:10:57
9.65,2016-04-15 08:11:05
9.6,2016-04-15 08:11:24
9.17,2016-04-15 08:11:59
9.15,2016-04-15 08:12:06
9.15,2016-04-15 08:12:13
9.15,2016-04-15 08:12:18
9.15,2016-04-15 08:12:27
9.0,2016-04-15 08:13:12
8.98,2016-04-15 08:13:30
8.96,2016-04-15 08:13:38
8.96,2016-04-15 08:13:51
8.91,2016-04-15 08:14:23
8.91,2016-04-15 08:14:28
8.89,2016-04-15 08:14:35
9.01,2016-04-15 08:15:13
9.01,2016-04-15 08:15:18
9.01,2016-04-15 08:15:25
8.96,2016-04-15 08:15:53
8.96,2016-04-15 08:16:01
8.96,2016-04-15 08:16:10
8.96,2016-04-15 08:16:18
8.94,2016-04-15 08:16:50
8.94,2016-04-15 08:17:00
8.94,2016-04-15 08:17:08
8.89,2016-04-15 08:17:22
8.87,2016-04-15 08:17:29
8.87,2016-04-15 08:17:36
8.87,2016-04-15 08:17:43
9.12,2016-04-15 08:18:34
9.07,2016-04-15 08:18:47
9.07,2016-04-15 08:18:57
9.05,2016-04-15 08:19:08
9.05,2016-04-15 08:19:17
9.05,2016-04-15 08:19:24
9.05,2016-04-15 08:19:32
9.0,2016-04-15 08:19:43
9.0,2016-04-15 08:20:02
9.0,2016-04-15 08:20:10
9.0,2016-04-15 08:20:16
8.98,2016-04-15 08:20:24
8.98,2016-04-15 08:20:33
8.93,2016-04-15 08:20:49
10.71,2016-04-15 08:21:44
10.69,2016-04-15 08:22:08
10.67,2016-04-15 08:22:20
10.69,2016-04-15 08:22:41
10.69,2016-04-15 08:22:54
10.69,2016-04-15 08:23:02
10.69,2016-04-15 08:23:07
10.69,2016-04-15 08:23:13
10.67,2016-04-15 08:23:31
10.67,2016-04-15 08:23:39
10.67,2016-04-15 08:23:43
10.69,2016-04-15 08:24:03
10.69,2016-04-15 08:24:11
10.69,2016-04-15 08:24:21
10.67,2016-04-15 08:24:29
10.65,2016-04-15 08:24:37
10.65,2016-04-15 08:24:45
10.65,2016-04-15 08:24:52
10.6,2016-04-15 08:25:06
10.58,2016-04-15 08:25:20
10.58,2016-04-15 08:25:28
10.86,2016-04-15 08:26:09
10.86,2016-04-15 08:26:16
10.86,2016-04-15 08:26:27
10.81,2016-04-15 08:26:42
10.88,2016-04-15 08:27:03
10.88,2016-04-15 08:27:11
10.88,2016-04-15 08:27:19
11.33,2016-04-15 08:28:04
11.33,2016-04-15 08:28:16
11.31,2016-04-15 08:28:27
11.31,2016-04-15 08:28:33
11.26,2016-04-15 08:28:50
11.26,2016-04-15 08:29:03
11.33,2016-04-15 08:29:35
11.31,2016-04-15 08:29:40
11.31,2016-04-15 08:29:45
11.31,2016-04-15 08:29:49
11.31,2016-04-15 08:29:55
11.26,2016-04-15 08:30:11
11.26,2016-04-15 08:30:16
11.26,2016-04-15 08:30:22
11.26,2016-04-15 08:30:34
11.24,2016-04-15 08:30:40
11.19,2016-04-15 08:30:54
11.19,2016-04-15 08:31:28
11.19,2016-04-15 08:31:37
11.19,2016-04-15 08:31:42
11.17,2016-04-15 08:31:49
11.0,2016-04-15 08:32:24
10.98,2016-04-15 08:32:35
10.93,2016-04-15 08:33:27
10.93,2016-04-15 08:33:32
10.91,2016-04-15 08:33:39
10.98,2016-04-15 08:34:04
10.98,2016-04-15 08:34:18
10.96,2016-04-15 08:34:25
8.74,2016-04-15 08:36:17
8.74,2016-04-15 08:36:25
8.76,2016-04-15 08:36:39
8.83,2016-04-15 08:37:02
8.83,2016-04-15 08:37:11
8.13,2016-04-15 08:38:05
8.29,2016-04-15 08:38:39
7.15,2016-04-15 08:39:27
7.1,2016-04-15 08:39:35
7.08,2016-04-15 08:39:40
7.08,2016-04-15 08:39:51
5.93,2016-04-15 08:40:54
5.93,2016-04-15 08:41:04
5.91,2016-04-15 08:41:13
5.86,2016-04-15 08:41:40
5.86,2016-04-15 08:41:48
5.84,2016-04-15 08:41:56
5.84,2016-04-15 08:42:08
5.84,2016-04-15 08:42:14
5.84,2016-04-15 08:42:31
5.79,2016-04-15 08:42:49
5.95,2016-04-15 08:43:35
5.95,2016-04-15 08:43:40
5.95,2016-04-15 08:43:45
8.34,2016-04-15 08:44:40
8.34,2016-04-15 08:44:45
8.36,2016-04-15 08:45:02
8.36,2016-04-15 08:45:10
8.36,2016-04-15 08:45:16
9.2,2016-04-15 08:46:03
8.15,2016-04-15 08:46:59
8.13,2016-04-15 08:47:08
6.9,2016-04-15 08:48:04
7.06,2016-04-15 08:48:37
7.13,2016-04-15 08:48:58
7.13,2016-04-15 08:49:02
7.11,2016-04-15 08:49:19
7.11,2016-04-15 08:49:24
7.11,2016-04-15 08:49:30
7.11,2016-04-15 08:49:42
7.06,2016-04-15 08:50:21
7.05,2016-04-15 08:50:53
7.05,2016-04-15 08:51:01
7.05,2016-04-15 08:51:09
7.05,2016-04-15 08:51:13
7.05,2016-04-15 08:51:20
3.9,2016-04-15 08:52:11
3.9,2016-04-15 08:52:18
3.85,2016-04-15 08:52:42
3.85,2016-04-15 08:52:50
3.85,2016-04-15 08:52:59
3.85,2016-04-15 08:53:10
3.85,2016-04-15 08:53:26
3.85,2016-04-15 08:53:33
4.04,2016-04-15 08:54:30
6.99,2016-04-15 08:55:25
6.99,2016-04-15 08:55:39
6.99,2016-04-15 08:55:44
6.97,2016-04-15 08:55:56
7.24,2016-04-15 08:56:34
7.24,2016-04-15 08:56:43
7.24,2016-04-15 08:56:49
7.24,2016-04-15 08:56:55
7.24,2016-04-15 08:57:03
7.24,2016-04-15 08:57:13
7.76,2016-04-15 08:58:10
7.76,2016-04-15 08:58:15
7.74,2016-04-15 08:58:33
7.72,2016-04-15 08:58:46
7.72,2016-04-15 08:58:51
7.72,2016-04-15 08:59:00
7.37,2016-04-15 08:59:40
7.42,2016-04-15 09:00:45
7.27,2016-04-15 09:01:08
7.27,2016-04-15 09:01:14
7.25,2016-04-15 09:01:25
7.27,2016-04-15 09:01:40
7.07,2016-04-15 09:02:17
7.14,2016-04-15 09:02:36
7.14,2016-04-15 09:02:44
7.21,2016-04-15 09:03:02
7.16,2016-04-15 09:03:24
7.16,2016-04-15 09:03:34
7.16,2016-04-15 09:03:40
7.48,2016-04-15 09:04:22
7.48,2016-04-15 09:04:28
7.48,2016-04-15 09:04:35
7.43,2016-04-15 09:05:04
7.43,2016-04-15 09:05:09
5.42,2016-04-15 09:06:12
4.94,2016-04-15 09:06:56
4.94,2016-04-15 09:07:07
4.94,2016-04-15 09:07:17
4.94,2016-04-15 09:07:24
7.24,2016-04-15 09:09:07
7.19,2016-04-15 09:09:17
7.02,2016-04-15 09:09:50
7.02,2016-04-15 09:10:02
7.02,2016-04-15 09:10:23
7.14,2016-04-15 09:10:46
7.14,2016-04-15 09:10:53
7.12,2016-04-15 09:11:10
7.07,2016-04-15 09:11:31
7.07,2016-04-15 09:11:36
11.48,2016-04-15 09:12:31
11.46,2016-04-15 09:12:37
11.46,2016-04-15 09:12:51
11.46,2016-04-15 09:12:57
11.41,2016-04-15 09:13:24
11.41,2016-04-15 09:13:28
11.41,2016-04-15 09:13:35
11.41,2016-04-15 09:13:41
11.39,2016-04-15 09:13:48
11.39,2016-04-15 09:13:55
11.34,2016-04-15 09:14:08
11.34,2016-04-15 09:14:13
11.34,2016-04-15 09:14:20
11.32,2016-04-15 09:14:25
11.32,2016-04-15 09:14:35
11.32,2016-04-15 09:14:40
11.32,2016-04-15 09:14:48
11.32,2016-04-15 09:14:56
7.9,2016-04-15 09:15:49
7.85,2016-04-15 09:16:24
7.85,2016-04-15 09:16:44
7.83,2016-04-15 09:17:00
7.81,2016-04-15 09:17:11
7.79,2016-04-15 09:17:20
7.79,2016-04-15 09:17:26
7.74,2016-04-15 09:17:42
7.74,2016-04-15 09:17:53
7.64,2016-04-15 09:18:45
7.64,2016-04-15 09:18:54
7.64,2016-04-15 09:18:59
7.64,2016-04-15 09:19:05
7.59,2016-04-15 09:19:17
7.59,2016-04-15 09:19:22
7.59,2016-04-15 09:19:28
7.59,2016-04-15 09:19:33
7.59,2016-04-15 09:19:40
7.57,2016-04-15 09:19:46
7.57,2016-04-15 09:19:52
6.63,2016-04-15 09:20:32
6.61,2016-04-15 09:20:36
6.61,2016-04-15 09:20:44
6.61,2016-04-15 09:20:48
6.56,2016-04-15 09:21:11
6.56,2016-04-15 09:21:19
6.63,2016-04-15 09:21:44
6.63,2016-04-15 09:21:54
6.63,2016-04-15 09:22:01
6.7,2016-04-15 09:22:23
7.16,2016-04-15 09:22:52
7.14,2016-04-15 09:22:58
7.12,2016-04-15 09:23:12
7.12,2016-04-15 09:23:18
7.12,2016-04-15 09:23:25
7.12,2016-04-15 09:23:30
7.12,2016-04-15 09:23:35
7.1,2016-04-15 09:23:40
7.05,2016-04-15 09:24:03
7.05,2016-04-15 09:24:19
7.05,2016-04-15 09:24:25
7.05,2016-04-15 09:24:34
7.05,2016-04-15 09:24:41
6.72,2016-04-15 09:25:23
6.7,2016-04-15 09:25:30
6.7,2016-04-15 09:25:38
8.1,2016-04-15 09:26:53
8.12,2016-04-15 09:27:08
8.12,2016-04-15 09:27:19
8.12,2016-04-15 09:27:26
6.11,2016-04-15 09:28:09
6.11,2016-04-15 09:28:14
6.11,2016-04-15 09:28:22
6.3,2016-04-15 09:29:09
6.3,2016-04-15 09:29:16
6.3,2016-04-15 09:29:23
6.3,2016-04-15 09:29:34
6.3,2016-04-15 09:29:42
6.74,2016-04-15 09:30:22
12.25,2016-04-15 09:31:57
12.2,2016-04-15 09:32:21
12.2,2016-04-15 09:32:30
12.2,2016-04-15 09:32:36
12.2,2016-04-15 09:32:49
12.2,2016-04-15 09:32:58
12.2,2016-04-15 09:33:13
12.15,2016-04-15 09:33:30
12.05,2016-04-15 09:34:04
12.05,2016-04-15 09:34:18
12.05,2016-04-15 09:34:36
12.05,2016-04-15 09:34:42
12.05,2016-04-15 09:34:51
12.0,2016-04-15 09:35:07
12.07,2016-04-15 09:35:35
12.07,2016-04-15 09:35:44
12.07,2016-04-15 09:35:50
12.02,2016-04-15 09:36:14
12.02,2016-04-15 09:36:33
11.66,2016-04-15 09:37:19
11.66,2016-04-15 09:37:30
11.66,2016-04-15 09:37:43
11.66,2016-04-15 09:37:48
11.61,2016-04-15 09:38:05
12.53,2016-04-15 09:38:56
12.53,2016-04-15 09:39:03
12.53,2016-04-15 09:39:08
12.53,2016-04-15 09:39:18
6.87,2016-04-15 09:40:39
6.82,2016-04-15 09:40:49
6.67,2016-04-15 09:41:28
6.79,2016-04-15 09:41:57
6.77,2016-04-15 09:42:12
6.77,2016-04-15 09:42:19
6.77,2016-04-15 09:42:27
6.98,2016-04-15 09:43:02
7.0,2016-04-15 09:43:18
7.0,2016-04-15 09:43:24
7.0,2016-04-15 09:43:30
6.98,2016-04-15 09:43:35
6.98,2016-04-15 09:43:41
6.98,2016-04-15 09:43:53
6.98,2016-04-15 09:44:01
8.58,2016-04-15 09:45:12
8.65,2016-04-15 09:45:34
8.65,2016-04-15 09:45:41
8.63,2016-04-15 09:45:46
8.63,2016-04-15 09:45:51
8.68,2016-04-15 09:46:19
8.68,2016-04-15 09:46:27
8.68,2016-04-15 09:46:33
8.63,2016-04-15 09:46:43
8.63,2016-04-15 09:46:56
8.63,2016-04-15 09:47:05
8.63,2016-04-15 09:47:20
8.63,2016-04-15 09:47:27
8.65,2016-04-15 09:47:40
8.65,2016-04-15 09:47:46
8.65,2016-04-15 09:47:55
8.72,2016-04-15 09:48:19
8.72,2016-04-15 09:48:27
8.7,2016-04-15 09:48:39
8.7,2016-04-15 09:48:44
8.77,2016-04-15 09:49:21
8.77,2016-04-15 09:49:25
8.77,2016-04-15 09:49:35
8.77,2016-04-15 09:49:41
8.77,2016-04-15 09:49:52
8.77,2016-04-15 09:49:59
8.77,2016-04-15 09:50:15
8.77,2016-04-15 09:50:22
8.77,2016-04-15 09:50:29
8.72,2016-04-15 09:50:44
8.72,2016-04-15 09:50:49
8.55,2016-04-15 09:51:15
8.55,2016-04-15 09:51:24
8.55,2016-04-15 09:51:40
8.57,2016-04-15 09:51:58
8.57,2016-04-15 09:52:06
8.57,2016-04-15 09:52:11
8.57,2016-04-15 09:52:18
8.57,2016-04-15 09:52:27
8.57,2016-04-15 09:52:35
8.74,2016-04-15 09:53:14
8.74,2016-04-15 09:53:23
8.74,2016-04-15 09:53:27
8.72,2016-04-15 09:53:32
8.7,2016-04-15 09:53:37
8.72,2016-04-15 09:53:50
8.72,2016-04-15 09:54:00
8.7,2016-04-15 09:54:11
8.23,2016-04-15 09:54:37
8.87,2016-04-15 09:55:37
8.82,2016-04-15 09:56:03
8.82,2016-04-15 09:56:10
9.64,2016-04-15 09:56:55
9.02,2016-04-15 09:57:29
9.09,2016-04-15 09:58:00
9.09,2016-04-15 09:58:07
9.09,2016-04-15 09:58:16
8.56,2016-04-15 09:59:03
8.54,2016-04-15 09:59:35
8.54,2016-04-15 09:59:40
8.54,2016-04-15 09:59:49
8.54,2016-04-15 09:59:54
8.54,2016-04-15 09:59:59
8.44,2016-04-15 10:00:29
8.44,2016-04-15 10:00:33
8.42,2016-04-15 10:00:40
8.42,2016-04-15 10:00:54
8.4,2016-04-15 10:00:58
8.4,2016-04-15 10:01:03
8.25,2016-04-15 10:01:35
8.23,2016-04-15 10:01:42
8.21,2016-04-15 10:01:48
8.21,2016-04-15 10:01:53
8.19,2016-04-15 10:01:59
8.19,2016-04-15 10:02:05
8.21,2016-04-15 10:02:17
8.21,2016-04-15 10:02:26
8.9,2016-04-15 10:03:36
8.9,2016-04-15 10:03:41
8.85,2016-04-15 10:03:54
8.83,2016-04-15 10:04:13
8.83,2016-04-15 10:04:20
8.83,2016-04-15 10:04:24
8.83,2016-04-15 10:04:35
8.78,2016-04-15 10:05:01
8.78,2016-04-15 10:05:08
8.85,2016-04-15 10:05:30
8.85,2016-04-15 10:05:46
8.4,2016-04-15 10:06:55
8.38,2016-04-15 10:07:06
8.33,2016-04-15 10:07:21
8.4,2016-04-15 10:07:43
8.4,2016-04-15 10:07:49
8.03,2016-04-15 10:08:25
8.01,2016-04-15 10:08:33
7.96,2016-04-15 10:08:50
7.96,2016-04-15 10:09:02
7.96,2016-04-15 10:09:08
8.01,2016-04-15 10:09:29
8.01,2016-04-15 10:09:34
7.91,2016-04-15 10:09:55
7.91,2016-04-15 10:10:06
7.86,2016-04-15 10:11:04
7.86,2016-04-15 10:11:08
8.34,2016-04-15 10:11:49
8.34,2016-04-15 10:12:00
8.34,2016-04-15 10:12:06
8.34,2016-04-15 10:12:11
8.34,2016-04-15 10:12:20
8.36,2016-04-15 10:12:39
8.36,2016-04-15 10:12:45
8.84,2016-04-15 10:13:39
8.84,2016-04-15 10:13:46
8.84,2016-04-15 10:13:52
8.82,2016-04-15 10:13:59
8.82,2016-04-15 10:14:05
8.77,2016-04-15 10:14:17
8.77,2016-04-15 10:14:22
8.77,2016-04-15 10:14:28
9.64,2016-04-15 10:16:02
9.86,2016-04-15 10:16:22
9.86,2016-04-15 10:16:30
9.81,2016-04-15 10:16:44
9.81,2016-04-15 10:16:52
8.76,2016-04-15 10:17:51
8.76,2016-04-15 10:18:01
8.76,2016-04-15 10:18:06
8.71,2016-04-15 10:18:18
8.71,2016-04-15 10:18:31
8.71,2016-04-15 10:18:38
8.71,2016-04-15 10:18:44
8.71,2016-04-15 10:18:57
8.69,2016-04-15 10:19:09
8.67,2016-04-15 10:19:16
8.88,2016-04-15 10:20:05
8.88,2016-04-15 10:20:09
8.88,2016-04-15 10:20:15
8.88,2016-04-15 10:20:22
8.88,2016-04-15 10:20:27
8.88,2016-04-15 10:20:33
9.24,2016-04-15 10:21:33
9.24,2016-04-15 10:21:42
9.24,2016-04-15 10:21:47
10.69,2016-04-15 10:22:35
10.69,2016-04-15 10:22:45
10.67,2016-04-15 10:22:51
10.67,2016-04-15 10:23:00
10.62,2016-04-15 10:23:33
10.62,2016-04-15 10:23:41
10.62,2016-04-15 10:23:46
10.6,2016-04-15 10:23:51
10.6,2016-04-15 10:23:55
