chips
5.0
4.95
4.95
4.95
5.02
5.24
5.24
5.22
5.22
5.22
5.17
5.17
5.17
5.17
5.17
5.17
5.15
7.01
4.46
4.44
4.29
4.29
4.31
4.31
4.29
4.29
4.29
4.29
4.29
3.83
3.83
3.83
3.83
5.0
5.0
4.95
4.95
4.95
4.95
4.93
4.91
4.91
4.86
4.86
4.86
4.86
4.86
4.81
4.81
4.81
4.81
4.81
4.81
4.83
4.81
5.02
5.02
5.0
5.0
4.95
4.95
4.9
4.92
4.92
4.92
4.92
4.92
4.87
4.87
4.87
4.87
4.85
4.8
4.8
4.8
4.8
4.75
4.75
4.73
4.73
4.73
4.73
4.73
4.75
4.75
4.75
4.75
4.75
4.75
4.77
4.77
4.77
4.75
4.73
4.73
5.23
5.23
5.21
5.21
5.21
5.21
5.16
5.16
5.16
5.16
5.14
5.14
5.14
5.09
5.09
5.09
5.09
5.09
5.25
5.32
5.32
5.9
5.88
5.88
5.88
5.86
5.86
5.88
6.68
6.66
6.64
7.51
7.49
7.65
7.63
7.46
7.46
7.46
7.46
7.46
7.47
7.47
7.37
7.37
7.35
7.35
7.35
7.3
12.52
12.52
12.47
12.47
12.47
12.45
12.4
12.38
12.38
12.38
13.23
13.23
13.06
13.06
13.06
13.06
13.06
14.44
14.51
14.49
14.47
14.47
14.45
14.45
16.45
16.45
16.45
16.45
16.52
16.52
16.47
16.45
11.58
11.58
11.07
9.82
9.77
9.62
9.62
9.62
9.62
9.62
9.6
9.55
9.55
9.55
9.55
9.55
9.5
9.5
9.48
9.48
9.48
9.48
9.43
9.43
12.27
12.27
12.07
12.07
12.02
12.02
12.02
12.07
12.07
12.07
12.07
12.07
12.02
12.02
12.02
12.02
12.02
12.24
12.22
12.17
12.17
12.17
12.17
12.17
12.17
12.17
12.12
12.1
12.1
12.08
12.08
12.08
12.03
12.01
12.08
12.08
12.08
12.08
12.08
12.1
12.08
12.08
12.08
12.08
11.93
12.0
11.98
11.98
11.98
11.98
11.93
11.73
11.73
11.73
11.73
11.58
11.58
11.6
11.6
11.58
11.58
12.85
12.85
12.8
12.8
12.8
12.65
12.65
12.65
12.6
12.6
12.6
12.6
12.6
12.6
12.55
8.88
9.32
9.3
9.3
9.3
9.32
9.32
9.39
9.39
9.37
9.35
9.35
9.35
9.3
9.05
9.05
9.05
8.9
8.85
8.85
8.83
8.83
8.81
8.81
10.56
10.54
10.54
10.54
10.52
10.5
10.5
10.45
10.45
10.45
10.45
10.45
10.45
10.4
10.4
10.4
10.4
10.4
10.35
13.04
13.04
13.02
13.02
13.0
12.95
12.95
12.95
12.95
12.95
12.95
12.9
12.88
12.86
12.84
12.84
12.84
12.79
12.79
12.79
