chips
5.0
4.95
5.28
5.28
5.26
5.26
5.26
5.26
5.28
5.35
5.35
5.35
5.35
5.35
5.35
5.3
5.3
5.3
5.3
5.37
5.37
5.32
5.32
5.32
5.3
5.1
5.1
5.12
5.12
5.12
5.1
5.1
5.08
5.03
5.03
5.03
5.03
5.03
5.03
4.65
4.65
4.6
4.6
4.6
4.6
4.6
4.6
4.4
4.4
4.4
4.4
4.38
4.33
4.33
4.38
4.38
4.36
4.36
4.36
4.31
4.31
4.31
4.31
5.0
5.0
5.07
5.02
5.02
5.02
5.02
5.02
4.97
5.43
7.05
7.05
7.05
7.05
7.0
7.0
7.0
7.0
7.0
7.0
6.95
6.95
7.11
7.11
6.81
7.18
7.18
7.13
7.13
7.13
7.13
7.13
7.13
7.15
7.15
7.13
7.13
7.13
7.13
7.13
7.08
7.08
6.93
4.93
4.93
4.93
4.88
4.86
4.86
4.86
4.84
4.84
4.84
4.79
4.79
4.62
4.62
5.42
5.42
5.4
5.4
5.38
5.33
5.33
5.33
5.33
5.33
5.33
5.33
5.33
5.28
4.63
4.82
4.82
4.82
4.77
4.77
4.77
3.75
3.75
3.75
3.7
3.7
3.7
3.68
3.68
3.63
3.63
3.61
3.59
3.59
3.59
3.99
3.99
4.15
4.15
4.15
4.15
4.68
3.13
3.13
3.13
3.11
3.11
5.0
5.0
5.02
5.0
5.0
5.0
5.0
5.07
5.02
5.0
5.0
5.0
5.0
4.95
4.95
4.95
5.02
5.02
4.97
4.97
5.04
5.04
5.25
5.2
5.18
5.18
5.18
5.18
5.18
5.18
5.13
5.13
5.13
5.11
5.11
5.06
5.06
5.06
5.06
5.06
5.01
4.99
4.97
4.97
4.97
4.97
5.02
5.0
5.0
4.9
4.88
4.88
4.88
5.22
4.77
4.77
4.77
4.77
4.75
4.75
4.7
4.7
4.7
4.7
4.7
4.77
4.72
4.72
4.72
4.72
4.72
4.67
4.65
4.65
4.65
4.63
4.65
4.65
4.63
4.63
4.63
4.61
4.56
4.46
4.46
4.46
4.46
4.41
4.41
4.41
4.41
4.39
4.24
4.22
4.22
4.22
4.22
4.22
4.22
4.17
4.17
4.17
4.17
4.12
4.12
4.12
4.02
3.97
3.82
3.82
4.27
4.43
4.43
4.43
4.38
4.36
4.36
4.36
4.34
4.34
4.29
4.29
4.29
4.29
3.81
3.81
3.81
3.76
3.76
4.19
4.19
4.19
4.19
4.19
4.21
3.99
4.15
4.13
4.11
4.11
4.13
4.13
4.13
4.11
4.11
4.09
4.09
4.04
4.04
4.04
4.02
4.02
4.02
4.02
3.97
3.97
5.0
5.0
4.95
4.95
4.95
4.95
4.95
4.95
4.9
4.88
4.88
4.88
4.88
4.88
4.88
4.83
4.83
4.81
4.81
4.81
4.81
4.79
6.34
6.34
6.34
6.19
6.19
6.14
6.14
6.14
6.14
6.14
6.14
6.14
6.14
6.14
5.69
5.69
5.69
5.67
5.65
5.65
5.65
3.09
3.04
3.04
3.02
3.02
4.85
5.06
4.91
4.91
4.91
9.4
12.63
12.61
12.61
12.56
12.56
12.54
12.52
12.52
12.52
12.47
12.47
12.45
12.45
12.4
12.4
12.4
12.38
12.16
12.38
12.38
12.33
12.33
12.31
12.31
12.31
12.31
12.26
12.24
12.24
12.24
12.24
12.19
12.19
12.19
12.19
12.19
12.19
12.14
12.14
12.14
12.14
