chips,time
10.89,2016-04-15 07:12:29
8.98,2016-04-15 07:13:30
8.98,2016-04-15 07:13:43
8.98,2016-04-15 07:13:52
8.96,2016-04-15 07:14:07
8.91,2016-04-15 07:14:29
8.89,2016-04-15 07:14:45
8.89,2016-04-15 07:14:54
8.87,2016-04-15 07:15:05
8.87,2016-04-15 07:15:14
8.87,2016-04-15 07:15:22
8.82,2016-04-15 07:16:11
8.82,2016-04-15 07:16:23
8.82,2016-04-15 07:16:38
8.82,2016-04-15 07:16:51
8.82,2016-04-15 07:17:04
8.77,2016-04-15 07:17:35
8.77,2016-04-15 07:17:58
8.75,2016-04-15 07:18:06
8.73,2016-04-15 07:18:14
8.71,2016-04-15 07:18:23
8.69,2016-04-15 07:18:32
8.69,2016-04-15 07:18:39
8.76,2016-04-15 07:19:25
8.76,2016-04-15 07:19:43
8.76,2016-04-15 07:19:53
8.76,2016-04-15 07:20:10
8.76,2016-04-15 07:20:18
8.76,2016-04-15 07:20:31
8.71,2016-04-15 07:21:09
8.96,2016-04-15 07:21:51
8.96,2016-04-15 07:22:07
8.94,2016-04-15 07:22:27
8.94,2016-04-15 07:22:36
8.89,2016-04-15 07:22:53
8.89,2016-04-15 07:23:01
8.89,2016-04-15 07:23:06
8.89,2016-04-15 07:23:14
8.87,2016-04-15 07:23:28
8.85,2016-04-15 07:23:41
8.8,2016-04-15 07:24:06
8.96,2016-04-15 07:24:42
9.71,2016-04-15 07:25:28
12.45,2016-04-15 07:26:42
12.45,2016-04-15 07:26:51
14.76,2016-04-15 07:28:14
14.71,2016-04-15 07:28:41
14.66,2016-04-15 07:29:10
14.21,2016-04-15 07:29:58
14.21,2016-04-15 07:30:07
14.21,2016-04-15 07:30:16
15.42,2016-04-15 07:31:19
15.42,2016-04-15 07:31:24
15.4,2016-04-15 07:31:34
15.4,2016-04-15 07:31:41
15.42,2016-04-15 07:32:06
15.42,2016-04-15 07:32:12
15.42,2016-04-15 07:32:19
15.42,2016-04-15 07:32:27
15.4,2016-04-15 07:32:42
16.55,2016-04-15 07:33:57
16.5,2016-04-15 07:34:28
16.48,2016-04-15 07:34:40
16.48,2016-04-15 07:34:46
16.48,2016-04-15 07:35:03
16.48,2016-04-15 07:35:15
16.33,2016-04-15 07:35:48
16.35,2016-04-15 07:36:02
16.35,2016-04-15 07:36:19
16.35,2016-04-15 07:36:34
16.35,2016-04-15 07:36:47
16.33,2016-04-15 07:37:01
16.33,2016-04-15 07:37:10
16.28,2016-04-15 07:37:41
16.28,2016-04-15 07:37:54
16.53,2016-04-15 07:38:34
16.6,2016-04-15 07:38:56
16.6,2016-04-15 07:39:04
16.58,2016-04-15 07:39:11
16.58,2016-04-15 07:39:19
16.58,2016-04-15 07:39:25
16.53,2016-04-15 07:39:44
13.45,2016-04-15 07:40:35
13.45,2016-04-15 07:40:46
13.45,2016-04-15 07:40:55
13.45,2016-04-15 07:41:24
13.45,2016-04-15 07:41:32
13.8,2016-04-15 07:42:50
13.8,2016-04-15 07:43:01
13.8,2016-04-15 07:43:13
13.8,2016-04-15 07:43:25
13.78,2016-04-15 07:43:32
13.78,2016-04-15 07:43:48
13.76,2016-04-15 07:44:00
13.78,2016-04-15 07:44:21
13.76,2016-04-15 07:44:27
13.76,2016-04-15 07:44:38
13.76,2016-04-15 07:44:47
13.83,2016-04-15 07:45:22
13.83,2016-04-15 07:45:28
13.83,2016-04-15 07:45:40
13.68,2016-04-15 07:46:15
13.68,2016-04-15 07:46:20
13.68,2016-04-15 07:46:29
13.26,2016-04-15 07:47:20
12.56,2016-04-15 07:48:17
12.51,2016-04-15 07:48:37
12.51,2016-04-15 07:48:42
12.49,2016-04-15 07:48:48
12.49,2016-04-15 07:49:27
12.49,2016-04-15 07:49:33
12.59,2016-04-15 07:50:00
12.59,2016-04-15 07:50:05
12.59,2016-04-15 07:50:12
12.54,2016-04-15 07:50:29
12.54,2016-04-15 07:50:44
12.54,2016-04-15 07:50:51
12.52,2016-04-15 07:51:04
12.47,2016-04-15 07:51:26
12.47,2016-04-15 07:51:38
12.47,2016-04-15 07:51:43
12.47,2016-04-15 07:51:48
14.73,2016-04-15 07:53:05
14.73,2016-04-15 07:53:10
14.68,2016-04-15 07:53:25
15.07,2016-04-15 07:54:29
15.07,2016-04-15 07:54:36
14.97,2016-04-15 07:55:16
14.97,2016-04-15 07:55:22
14.97,2016-04-15 07:55:28
14.97,2016-04-15 07:55:35
14.87,2016-04-15 07:56:07
14.85,2016-04-15 07:56:17
14.55,2016-04-15 07:57:43
14.55,2016-04-15 07:57:50
14.55,2016-04-15 07:57:58
14.55,2016-04-15 07:58:05
14.57,2016-04-15 07:58:20
14.57,2016-04-15 07:58:29
14.57,2016-04-15 07:58:33
14.57,2016-04-15 07:58:39
14.57,2016-04-15 07:58:54
16.23,2016-04-15 07:59:28
16.18,2016-04-15 07:59:52
16.18,2016-04-15 07:59:59
16.18,2016-04-15 08:00:05
16.18,2016-04-15 08:00:10
16.18,2016-04-15 08:00:20
16.13,2016-04-15 08:00:33
16.11,2016-04-15 08:00:45
16.09,2016-04-15 08:00:53
16.09,2016-04-15 08:01:01
16.09,2016-04-15 08:01:09
16.07,2016-04-15 08:01:16
16.07,2016-04-15 08:01:20
16.02,2016-04-15 08:01:37
16.0,2016-04-15 08:01:42
15.85,2016-04-15 08:02:31
15.85,2016-04-15 08:02:37
14.8,2016-04-15 08:03:30
14.99,2016-04-15 08:04:01
14.79,2016-04-15 08:04:34
14.74,2016-04-15 08:04:50
14.74,2016-04-15 08:05:06
14.74,2016-04-15 08:05:12
15.11,2016-04-15 08:05:46
15.11,2016-04-15 08:06:04
15.21,2016-04-15 08:06:34
17.94,2016-04-15 08:07:20
17.44,2016-04-15 08:08:19
17.42,2016-04-15 08:08:24
17.32,2016-04-15 08:08:53
17.32,2016-04-15 08:09:02
17.32,2016-04-15 08:09:06
17.02,2016-04-15 08:09:45
16.97,2016-04-15 08:10:05
16.97,2016-04-15 08:10:13
16.95,2016-04-15 08:10:25
17.11,2016-04-15 08:11:07
17.11,2016-04-15 08:11:12
17.11,2016-04-15 08:11:20
17.06,2016-04-15 08:11:35
17.04,2016-04-15 08:11:48
17.04,2016-04-15 08:11:55
17.04,2016-04-15 08:12:01
16.99,2016-04-15 08:12:25
16.99,2016-04-15 08:12:34
16.99,2016-04-15 08:12:42
17.69,2016-04-15 08:13:56
17.67,2016-04-15 08:14:04
17.67,2016-04-15 08:14:19
17.17,2016-04-15 08:15:03
17.17,2016-04-15 08:15:11
17.17,2016-04-15 08:15:16
17.17,2016-04-15 08:15:22
17.15,2016-04-15 08:15:27
17.1,2016-04-15 08:15:46
17.08,2016-04-15 08:15:53
17.15,2016-04-15 08:16:14
16.7,2016-04-15 08:17:04
16.7,2016-04-15 08:17:11
16.7,2016-04-15 08:17:17
16.65,2016-04-15 08:17:32
16.65,2016-04-15 08:17:39
16.63,2016-04-15 08:17:45
16.61,2016-04-15 08:17:52
16.59,2016-04-15 08:18:03
16.59,2016-04-15 08:18:09
16.61,2016-04-15 08:18:23
16.61,2016-04-15 08:18:42
16.59,2016-04-15 08:18:52
16.59,2016-04-15 08:19:02
16.59,2016-04-15 08:19:14
16.57,2016-04-15 08:19:20
16.52,2016-04-15 08:19:54
16.5,2016-04-15 08:20:04
16.48,2016-04-15 08:20:13
16.48,2016-04-15 08:20:20
16.48,2016-04-15 08:20:32
17.9,2016-04-15 08:22:05
16.29,2016-04-15 08:22:52
16.74,2016-04-15 08:23:35
16.81,2016-04-15 08:23:57
16.81,2016-04-15 08:24:08
16.81,2016-04-15 08:24:17
16.81,2016-04-15 08:24:25
16.76,2016-04-15 08:24:41
16.76,2016-04-15 08:24:48
16.76,2016-04-15 08:24:58
16.76,2016-04-15 08:25:02
16.74,2016-04-15 08:25:16
16.72,2016-04-15 08:25:24
16.55,2016-04-15 08:25:56
16.53,2016-04-15 08:26:10
16.53,2016-04-15 08:26:19
16.53,2016-04-15 08:26:30
16.53,2016-04-15 08:26:34
16.53,2016-04-15 08:26:38
16.6,2016-04-15 08:27:00
16.58,2016-04-15 08:27:15
16.53,2016-04-15 08:27:25
16.6,2016-04-15 08:28:23
16.24,2016-04-15 08:29:07
16.24,2016-04-15 08:29:14
16.24,2016-04-15 08:29:18
16.24,2016-04-15 08:29:28
16.04,2016-04-15 08:30:07
16.06,2016-04-15 08:30:29
16.56,2016-04-15 08:31:22
16.56,2016-04-15 08:31:34
16.56,2016-04-15 08:31:38
16.56,2016-04-15 08:31:44
16.56,2016-04-15 08:31:53
16.56,2016-04-15 08:31:57
16.51,2016-04-15 08:32:06
16.51,2016-04-15 08:32:11
16.51,2016-04-15 08:32:21
16.51,2016-04-15 08:32:27
15.68,2016-04-15 08:33:36
15.48,2016-04-15 08:34:14
15.5,2016-04-15 08:34:29
15.5,2016-04-15 08:34:35
15.5,2016-04-15 08:34:39
15.5,2016-04-15 08:34:47
15.5,2016-04-15 08:34:58
15.5,2016-04-15 08:35:04
15.5,2016-04-15 08:35:22
15.5,2016-04-15 08:35:45
15.45,2016-04-15 08:36:09
15.43,2016-04-15 08:36:31
15.41,2016-04-15 08:37:00
15.41,2016-04-15 08:37:07
15.41,2016-04-15 08:37:13
15.26,2016-04-15 08:37:39
15.26,2016-04-15 08:37:54
15.21,2016-04-15 08:38:17
15.21,2016-04-15 08:38:23
15.21,2016-04-15 08:38:32
15.21,2016-04-15 08:38:36
15.4,2016-04-15 08:39:11
15.38,2016-04-15 08:39:19
15.38,2016-04-15 08:39:31
15.4,2016-04-15 08:39:50
15.4,2016-04-15 08:39:59
15.4,2016-04-15 08:40:06
16.23,2016-04-15 08:41:01
16.23,2016-04-15 08:41:09
16.21,2016-04-15 08:41:27
16.21,2016-04-15 08:41:36
16.16,2016-04-15 08:41:52
16.16,2016-04-15 08:41:58
16.16,2016-04-15 08:42:06
16.14,2016-04-15 08:42:11
16.14,2016-04-15 08:42:17
16.14,2016-04-15 08:42:45
16.14,2016-04-15 08:42:55
16.14,2016-04-15 08:43:00
14.67,2016-04-15 08:44:36
14.74,2016-04-15 08:44:58
14.59,2016-04-15 08:45:23
14.59,2016-04-15 08:45:31
14.59,2016-04-15 08:45:42
14.96,2016-04-15 08:47:04
14.91,2016-04-15 08:47:17
14.76,2016-04-15 08:47:56
14.76,2016-04-15 08:48:01
14.74,2016-04-15 08:48:08
14.74,2016-04-15 08:48:16
15.01,2016-04-15 08:48:45
15.13,2016-04-15 08:49:08
15.13,2016-04-15 08:49:15
15.12,2016-04-15 08:50:06
15.12,2016-04-15 08:50:13
15.07,2016-04-15 08:50:30
15.07,2016-04-15 08:50:38
15.05,2016-04-15 08:50:52
15.05,2016-04-15 08:50:57
15.03,2016-04-15 08:51:07
13.78,2016-04-15 08:51:50
13.78,2016-04-15 08:52:09
14.27,2016-04-15 08:52:55
13.4,2016-04-15 08:53:50
13.35,2016-04-15 08:54:22
13.35,2016-04-15 08:54:27
13.3,2016-04-15 08:54:59
13.3,2016-04-15 08:55:11
13.3,2016-04-15 08:55:22
13.1,2016-04-15 08:55:52
13.1,2016-04-15 08:56:03
13.1,2016-04-15 08:56:11
13.05,2016-04-15 08:56:27
13.05,2016-04-15 08:56:36
13.05,2016-04-15 08:56:46
13.05,2016-04-15 08:56:53
13.05,2016-04-15 08:56:59
13.03,2016-04-15 08:57:17
12.98,2016-04-15 08:57:35
12.98,2016-04-15 08:57:45
12.83,2016-04-15 08:58:29
12.83,2016-04-15 08:58:36
12.83,2016-04-15 08:58:42
12.81,2016-04-15 08:58:49
12.81,2016-04-15 08:58:56
12.76,2016-04-15 08:59:26
12.76,2016-04-15 08:59:38
12.76,2016-04-15 08:59:44
12.76,2016-04-15 08:59:48
12.76,2016-04-15 08:59:55
12.71,2016-04-15 09:00:51
12.78,2016-04-15 09:01:12
12.76,2016-04-15 09:01:18
12.76,2016-04-15 09:01:27
12.76,2016-04-15 09:01:34
12.76,2016-04-15 09:01:42
12.76,2016-04-15 09:01:52
12.76,2016-04-15 09:01:59
12.95,2016-04-15 09:02:52
12.95,2016-04-15 09:03:06
12.95,2016-04-15 09:03:26
12.9,2016-04-15 09:03:42
12.97,2016-04-15 09:04:02
13.02,2016-04-15 09:04:24
16.93,2016-04-15 09:05:06
16.83,2016-04-15 09:05:46
16.9,2016-04-15 09:06:15
20.23,2016-04-15 09:07:26
20.23,2016-04-15 09:07:36
20.23,2016-04-15 09:07:48
20.3,2016-04-15 09:08:18
20.3,2016-04-15 09:08:28
20.3,2016-04-15 09:08:36
20.3,2016-04-15 09:08:49
20.25,2016-04-15 09:09:10
20.25,2016-04-15 09:09:19
20.41,2016-04-15 09:10:10
20.39,2016-04-15 09:10:16
20.39,2016-04-15 09:10:25
20.39,2016-04-15 09:10:37
20.64,2016-04-15 09:11:17
20.59,2016-04-15 09:11:35
20.66,2016-04-15 09:11:56
20.66,2016-04-15 09:12:19
20.66,2016-04-15 09:12:34
20.66,2016-04-15 09:12:45
20.66,2016-04-15 09:12:55
20.61,2016-04-15 09:13:26
20.61,2016-04-15 09:13:44
20.68,2016-04-15 09:14:05
20.68,2016-04-15 09:14:16
20.53,2016-04-15 09:14:51
20.53,2016-04-15 09:14:58
20.53,2016-04-15 09:15:09
20.53,2016-04-15 09:15:14
20.51,2016-04-15 09:15:30
20.49,2016-04-15 09:15:37
20.44,2016-04-15 09:15:50
20.42,2016-04-15 09:16:06
20.42,2016-04-15 09:16:22
20.42,2016-04-15 09:16:31
20.4,2016-04-15 09:16:36
20.2,2016-04-15 09:17:08
20.22,2016-04-15 09:17:22
20.2,2016-04-15 09:17:29
20.2,2016-04-15 09:17:34
20.2,2016-04-15 09:17:38
20.18,2016-04-15 09:17:44
20.16,2016-04-15 09:17:49
20.16,2016-04-15 09:17:56
20.37,2016-04-15 09:19:03
20.35,2016-04-15 09:19:15
20.33,2016-04-15 09:20:00
20.33,2016-04-15 09:20:14
20.33,2016-04-15 09:20:22
20.33,2016-04-15 09:20:27
20.28,2016-04-15 09:20:48
20.28,2016-04-15 09:21:00
20.28,2016-04-15 09:21:05
20.13,2016-04-15 09:21:38
20.13,2016-04-15 09:21:42
20.13,2016-04-15 09:21:59
20.15,2016-04-15 09:22:15
20.15,2016-04-15 09:22:19
20.15,2016-04-15 09:22:23
20.13,2016-04-15 09:22:31
20.13,2016-04-15 09:22:49
20.13,2016-04-15 09:23:02
20.13,2016-04-15 09:23:08
20.13,2016-04-15 09:23:15
20.15,2016-04-15 09:23:29
20.15,2016-04-15 09:23:33
20.13,2016-04-15 09:23:39
19.76,2016-04-15 09:24:18
19.76,2016-04-15 09:24:32
19.76,2016-04-15 09:24:42
19.71,2016-04-15 09:25:24
19.71,2016-04-15 09:25:30
19.78,2016-04-15 09:25:58
19.78,2016-04-15 09:26:50
19.78,2016-04-15 09:26:55
19.78,2016-04-15 09:27:01
19.73,2016-04-15 09:27:18
19.73,2016-04-15 09:27:24
19.73,2016-04-15 09:27:46
19.73,2016-04-15 09:27:53
19.73,2016-04-15 09:28:05
19.73,2016-04-15 09:28:13
19.68,2016-04-15 09:28:28
19.68,2016-04-15 09:28:39
19.9,2016-04-15 09:29:19
19.9,2016-04-15 09:29:25
19.9,2016-04-15 09:29:38
21.12,2016-04-15 09:31:02
21.12,2016-04-15 09:31:08
21.07,2016-04-15 09:31:19
21.07,2016-04-15 09:31:28
21.59,2016-04-15 09:32:28
21.57,2016-04-15 09:32:34
22.7,2016-04-15 09:33:16
22.68,2016-04-15 09:33:32
22.66,2016-04-15 09:33:39
22.68,2016-04-15 09:33:52
22.68,2016-04-15 09:34:10
22.53,2016-04-15 09:34:32
22.53,2016-04-15 09:34:40
22.53,2016-04-15 09:34:49
22.51,2016-04-15 09:35:04
22.46,2016-04-15 09:35:41
22.44,2016-04-15 09:35:48
22.44,2016-04-15 09:35:59
22.44,2016-04-15 09:36:18
22.44,2016-04-15 09:36:39
22.44,2016-04-15 09:36:49
22.39,2016-04-15 09:37:27
22.37,2016-04-15 09:37:46
22.37,2016-04-15 09:37:51
22.42,2016-04-15 09:38:14
22.42,2016-04-15 09:38:22
22.37,2016-04-15 09:38:46
22.35,2016-04-15 09:39:06
22.35,2016-04-15 09:39:11
22.33,2016-04-15 09:39:27
22.33,2016-04-15 09:39:39
22.28,2016-04-15 09:40:00
22.28,2016-04-15 09:40:21
22.26,2016-04-15 09:40:35
22.26,2016-04-15 09:40:40
22.73,2016-04-15 09:41:25
22.73,2016-04-15 09:41:41
23.5,2016-04-15 09:42:43
23.5,2016-04-15 09:42:48
23.5,2016-04-15 09:43:05
23.48,2016-04-15 09:43:13
23.48,2016-04-15 09:43:21
23.48,2016-04-15 09:43:26
23.46,2016-04-15 09:43:45
23.48,2016-04-15 09:44:07
23.48,2016-04-15 09:44:14
23.46,2016-04-15 09:44:26
23.46,2016-04-15 09:44:38
23.41,2016-04-15 09:45:04
23.41,2016-04-15 09:45:14
23.41,2016-04-15 09:45:20
23.41,2016-04-15 09:45:31
23.39,2016-04-15 09:45:37
23.19,2016-04-15 09:46:15
23.84,2016-04-15 09:47:05
23.84,2016-04-15 09:47:10
23.82,2016-04-15 09:47:18
23.82,2016-04-15 09:47:25
23.82,2016-04-15 09:47:29
23.82,2016-04-15 09:47:43
23.82,2016-04-15 09:47:50
23.82,2016-04-15 09:48:05
23.84,2016-04-15 09:48:26
23.84,2016-04-15 09:48:42
23.82,2016-04-15 09:48:50
23.82,2016-04-15 09:48:55
23.82,2016-04-15 09:49:05
23.82,2016-04-15 09:49:17
23.77,2016-04-15 09:49:31
23.75,2016-04-15 09:49:38
23.73,2016-04-15 09:49:45
23.73,2016-04-15 09:49:56
23.94,2016-04-15 09:50:34
24.01,2016-04-15 09:51:03
23.62,2016-04-15 09:51:55
23.6,2016-04-15 09:52:02
23.6,2016-04-15 09:52:07
23.6,2016-04-15 09:52:13
23.6,2016-04-15 09:52:22
23.6,2016-04-15 09:52:28
23.6,2016-04-15 09:52:37
23.55,2016-04-15 09:52:50
23.71,2016-04-15 09:53:24
23.69,2016-04-15 09:53:29
23.69,2016-04-15 09:53:34
23.88,2016-04-15 09:54:06
23.95,2016-04-15 09:54:30
23.95,2016-04-15 09:54:35
23.97,2016-04-15 09:54:50
23.97,2016-04-15 09:54:58
23.97,2016-04-15 09:55:04
23.97,2016-04-15 09:55:22
23.97,2016-04-15 09:55:34
23.95,2016-04-15 09:55:42
23.9,2016-04-15 09:56:05
23.9,2016-04-15 09:56:11
23.9,2016-04-15 09:56:23
24.24,2016-04-15 09:57:05
24.22,2016-04-15 09:57:10
24.17,2016-04-15 09:57:25
24.17,2016-04-15 09:57:32
24.17,2016-04-15 09:57:44
24.15,2016-04-15 09:58:01
24.1,2016-04-15 09:58:14
24.1,2016-04-15 09:58:20
24.08,2016-04-15 09:58:26
23.98,2016-04-15 09:59:42
23.98,2016-04-15 09:59:48
23.98,2016-04-15 09:59:52
23.98,2016-04-15 09:59:58
23.93,2016-04-15 10:00:04
23.93,2016-04-15 10:00:10
23.93,2016-04-15 10:00:19
23.93,2016-04-15 10:00:31
23.93,2016-04-15 10:00:36
23.91,2016-04-15 10:00:42
23.91,2016-04-15 10:00:51
23.86,2016-04-15 10:01:00
23.98,2016-04-15 10:01:28
23.98,2016-04-15 10:01:41
23.96,2016-04-15 10:01:49
23.96,2016-04-15 10:01:55
23.94,2016-04-15 10:02:07
23.89,2016-04-15 10:02:27
23.89,2016-04-15 10:02:33
23.87,2016-04-15 10:02:45
23.87,2016-04-15 10:02:52
23.87,2016-04-15 10:02:57
23.85,2016-04-15 10:03:06
23.8,2016-04-15 10:03:11
23.8,2016-04-15 10:03:17
23.8,2016-04-15 10:03:29
23.8,2016-04-15 10:03:37
23.89,2016-04-15 10:04:18
23.89,2016-04-15 10:04:22
23.89,2016-04-15 10:04:29
24.44,2016-04-15 10:05:28
24.39,2016-04-15 10:05:44
24.39,2016-04-15 10:05:51
24.39,2016-04-15 10:05:56
24.37,2016-04-15 10:06:02
24.15,2016-04-15 10:06:52
24.1,2016-04-15 10:07:13
24.08,2016-04-15 10:07:20
24.08,2016-04-15 10:07:29
24.08,2016-04-15 10:07:40
24.08,2016-04-15 10:07:48
24.03,2016-04-15 10:08:06
23.3,2016-04-15 10:08:58
23.3,2016-04-15 10:09:05
23.3,2016-04-15 10:09:11
23.3,2016-04-15 10:09:18
23.3,2016-04-15 10:09:24
23.3,2016-04-15 10:09:33
23.25,2016-04-15 10:09:51
23.32,2016-04-15 10:10:13
23.3,2016-04-15 10:10:21
23.3,2016-04-15 10:10:44
23.3,2016-04-15 10:10:53
23.3,2016-04-15 10:10:57
23.28,2016-04-15 10:11:03
23.3,2016-04-15 10:11:19
23.3,2016-04-15 10:11:28
23.3,2016-04-15 10:11:35
23.3,2016-04-15 10:11:43
23.3,2016-04-15 10:11:54
23.25,2016-04-15 10:12:19
23.78,2016-04-15 10:13:06
23.76,2016-04-15 10:13:19
23.71,2016-04-15 10:13:47
23.71,2016-04-15 10:13:54
23.71,2016-04-15 10:14:03
23.71,2016-04-15 10:14:08
23.69,2016-04-15 10:14:13
23.69,2016-04-15 10:14:20
23.54,2016-04-15 10:14:49
23.54,2016-04-15 10:15:02
23.54,2016-04-15 10:15:18
23.54,2016-04-15 10:15:27
23.54,2016-04-15 10:15:38
23.54,2016-04-15 10:15:46
23.54,2016-04-15 10:15:59
23.49,2016-04-15 10:16:17
23.79,2016-04-15 10:16:58
23.77,2016-04-15 10:17:05
23.77,2016-04-15 10:17:14
23.77,2016-04-15 10:17:31
23.77,2016-04-15 10:17:37
23.77,2016-04-15 10:17:44
23.77,2016-04-15 10:17:55
23.72,2016-04-15 10:18:09
23.72,2016-04-15 10:18:14
23.72,2016-04-15 10:18:20
23.7,2016-04-15 10:18:26
23.7,2016-04-15 10:18:32
23.65,2016-04-15 10:18:50
23.65,2016-04-15 10:18:55
23.65,2016-04-15 10:19:01
23.63,2016-04-15 10:19:20
23.63,2016-04-15 10:19:25
23.63,2016-04-15 10:19:30
23.58,2016-04-15 10:19:48
23.58,2016-04-15 10:20:02
23.41,2016-04-15 10:20:31
23.41,2016-04-15 10:20:36
23.41,2016-04-15 10:20:45
23.39,2016-04-15 10:20:51
23.39,2016-04-15 10:20:57
23.41,2016-04-15 10:21:12
23.66,2016-04-15 10:22:05
23.64,2016-04-15 10:22:10
23.64,2016-04-15 10:22:27
23.64,2016-04-15 10:22:39
23.64,2016-04-15 10:22:47
23.64,2016-04-15 10:22:53
23.64,2016-04-15 10:22:59
23.59,2016-04-15 10:23:05
23.59,2016-04-15 10:23:10
23.71,2016-04-15 10:23:38
23.71,2016-04-15 10:23:47
23.71,2016-04-15 10:23:52
