chips,time
11.8,2016-04-16 02:18:28
11.8,2016-04-16 02:18:34
11.8,2016-04-16 02:18:40
19.63,2016-04-16 02:19:33
19.63,2016-04-16 02:19:38
19.63,2016-04-16 02:19:44
19.63,2016-04-16 02:19:49
19.7,2016-04-16 02:20:10
19.7,2016-04-16 02:20:16
19.68,2016-04-16 02:20:20
19.63,2016-04-16 02:20:52
19.61,2016-04-16 02:20:57
19.59,2016-04-16 02:21:03
19.59,2016-04-16 02:21:08
19.59,2016-04-16 02:21:13
19.57,2016-04-16 02:21:26
19.52,2016-04-16 02:21:34
19.52,2016-04-16 02:21:39
19.52,2016-04-16 02:21:44
19.52,2016-04-16 02:21:50
20.65,2016-04-16 02:22:32
20.65,2016-04-16 02:22:58
22.44,2016-04-16 02:24:22
22.22,2016-04-16 02:25:35
22.2,2016-04-16 02:25:49
22.18,2016-04-16 02:25:54
22.18,2016-04-16 02:25:59
22.25,2016-04-16 02:26:17
21.5,2016-04-16 02:27:20
21.48,2016-04-16 02:27:32
21.55,2016-04-16 02:28:07
21.55,2016-04-16 02:28:12
21.55,2016-04-16 02:28:17
21.55,2016-04-16 02:28:21
21.55,2016-04-16 02:28:28
21.4,2016-04-16 02:29:09
21.35,2016-04-16 02:29:56
21.35,2016-04-16 02:30:06
21.35,2016-04-16 02:30:11
21.35,2016-04-16 02:30:26
21.35,2016-04-16 02:30:35
21.35,2016-04-16 02:30:39
21.35,2016-04-16 02:30:43
21.04,2016-04-16 02:31:21
21.04,2016-04-16 02:31:31
21.04,2016-04-16 02:31:37
21.04,2016-04-16 02:31:44
21.04,2016-04-16 02:31:52
21.02,2016-04-16 02:32:18
20.97,2016-04-16 02:32:48
20.97,2016-04-16 02:32:53
20.97,2016-04-16 02:33:00
20.97,2016-04-16 02:33:09
20.97,2016-04-16 02:33:15
20.97,2016-04-16 02:33:20
21.78,2016-04-16 02:34:13
21.73,2016-04-16 02:34:43
21.73,2016-04-16 02:34:50
21.89,2016-04-16 02:35:52
21.89,2016-04-16 02:35:58
22.1,2016-04-16 02:36:39
22.05,2016-04-16 02:36:58
22.05,2016-04-16 02:37:03
22.05,2016-04-16 02:37:09
22.03,2016-04-16 02:37:14
22.03,2016-04-16 02:37:20
22.03,2016-04-16 02:37:27
21.98,2016-04-16 02:37:44
19.25,2016-04-16 02:38:46
19.32,2016-04-16 02:39:19
19.27,2016-04-16 02:39:45
19.27,2016-04-16 02:39:52
19.25,2016-04-16 02:39:57
19.23,2016-04-16 02:40:05
19.23,2016-04-16 02:40:18
19.09,2016-04-16 02:40:52
19.07,2016-04-16 02:41:03
19.07,2016-04-16 02:41:09
19.07,2016-04-16 02:41:15
19.07,2016-04-16 02:41:20
19.07,2016-04-16 02:41:25
19.02,2016-04-16 02:41:57
19.09,2016-04-16 02:42:19
19.09,2016-04-16 02:42:25
19.07,2016-04-16 02:42:35
18.0,2016-04-16 02:43:25
18.0,2016-04-16 02:43:36
18.0,2016-04-16 02:43:47
17.95,2016-04-16 02:44:23
17.93,2016-04-16 02:44:30
17.91,2016-04-16 02:44:46
18.32,2016-04-16 02:45:40
18.37,2016-04-16 02:46:10
18.35,2016-04-16 02:46:18
18.35,2016-04-16 02:46:23
18.35,2016-04-16 02:46:28
18.18,2016-04-16 02:47:02
14.36,2016-04-16 02:48:27
14.36,2016-04-16 02:48:31
14.36,2016-04-16 02:48:38
14.31,2016-04-16 02:49:27
14.31,2016-04-16 02:49:32
14.31,2016-04-16 02:49:36
14.31,2016-04-16 02:49:42
14.29,2016-04-16 02:49:47
14.29,2016-04-16 02:49:53
14.4,2016-04-16 02:50:25
14.4,2016-04-16 02:50:31
14.4,2016-04-16 02:50:40
14.4,2016-04-16 02:50:55
14.47,2016-04-16 02:51:17
14.47,2016-04-16 02:51:22
14.42,2016-04-16 02:51:43
14.42,2016-04-16 02:51:47
14.42,2016-04-16 02:51:57
14.42,2016-04-16 02:52:04
14.27,2016-04-16 02:52:36
14.27,2016-04-16 02:52:43
14.22,2016-04-16 02:53:00
14.22,2016-04-16 02:53:07
14.22,2016-04-16 02:53:14
14.22,2016-04-16 02:53:25
14.22,2016-04-16 02:53:29
14.22,2016-04-16 02:53:37
14.22,2016-04-16 02:53:41
14.17,2016-04-16 02:53:52
14.17,2016-04-16 02:53:57
14.17,2016-04-16 02:54:09
13.75,2016-04-16 02:55:17
13.4,2016-04-16 02:56:01
13.56,2016-04-16 02:56:47
13.56,2016-04-16 02:56:53
13.56,2016-04-16 02:56:58
13.56,2016-04-16 02:57:03
13.56,2016-04-16 02:57:12
13.56,2016-04-16 02:57:22
13.56,2016-04-16 02:57:28
13.51,2016-04-16 02:57:50
16.32,2016-04-16 02:58:56
16.32,2016-04-16 02:59:01
15.71,2016-04-16 02:59:42
15.92,2016-04-16 03:00:16
15.77,2016-04-16 03:00:52
15.84,2016-04-16 03:01:49
15.82,2016-04-16 03:01:58
15.82,2016-04-16 03:02:04
15.82,2016-04-16 03:02:09
15.82,2016-04-16 03:02:14
15.82,2016-04-16 03:02:22
15.77,2016-04-16 03:02:42
15.77,2016-04-16 03:02:55
15.02,2016-04-16 03:03:37
19.52,2016-04-16 03:04:35
19.5,2016-04-16 03:04:50
19.5,2016-04-16 03:04:59
19.52,2016-04-16 03:05:13
19.52,2016-04-16 03:05:18
19.52,2016-04-16 03:05:26
19.5,2016-04-16 03:05:40
19.5,2016-04-16 03:05:45
19.45,2016-04-16 03:05:59
19.45,2016-04-16 03:06:07
19.45,2016-04-16 03:06:17
19.45,2016-04-16 03:06:22
19.45,2016-04-16 03:06:26
19.43,2016-04-16 03:06:33
19.38,2016-04-16 03:06:38
19.38,2016-04-16 03:06:44
19.36,2016-04-16 03:06:56
19.36,2016-04-16 03:07:03
19.34,2016-04-16 03:07:09
19.32,2016-04-16 03:07:15
19.3,2016-04-16 03:07:20
19.25,2016-04-16 03:08:13
19.25,2016-04-16 03:08:17
19.25,2016-04-16 03:08:22
19.25,2016-04-16 03:08:28
19.25,2016-04-16 03:08:34
19.25,2016-04-16 03:08:40
19.2,2016-04-16 03:08:57
19.2,2016-04-16 03:09:04
19.2,2016-04-16 03:09:11
19.2,2016-04-16 03:09:15
19.2,2016-04-16 03:09:22
19.2,2016-04-16 03:09:29
19.15,2016-04-16 03:09:54
19.05,2016-04-16 03:10:13
19.05,2016-04-16 03:10:23
19.95,2016-04-16 03:11:10
19.95,2016-04-16 03:11:18
19.95,2016-04-16 03:11:23
19.9,2016-04-16 03:11:52
25.57,2016-04-16 03:13:11
25.57,2016-04-16 03:13:17
25.55,2016-04-16 03:13:22
25.53,2016-04-16 03:13:32
25.53,2016-04-16 03:13:38
25.48,2016-04-16 03:13:48
25.46,2016-04-16 03:14:00
25.46,2016-04-16 03:14:14
25.67,2016-04-16 03:14:55
25.65,2016-04-16 03:15:02
25.65,2016-04-16 03:15:08
25.53,2016-04-16 03:15:53
25.48,2016-04-16 03:16:20
25.48,2016-04-16 03:16:26
25.46,2016-04-16 03:16:33
25.46,2016-04-16 03:16:48
25.44,2016-04-16 03:16:54
25.44,2016-04-16 03:16:59
25.93,2016-04-16 03:18:15
25.88,2016-04-16 03:18:53
25.86,2016-04-16 03:19:08
25.84,2016-04-16 03:19:24
25.36,2016-04-16 03:20:03
25.36,2016-04-16 03:20:14
25.36,2016-04-16 03:20:21
25.31,2016-04-16 03:20:40
25.29,2016-04-16 03:20:58
25.29,2016-04-16 03:21:06
25.27,2016-04-16 03:21:11
25.27,2016-04-16 03:21:16
25.27,2016-04-16 03:21:21
25.27,2016-04-16 03:21:27
25.22,2016-04-16 03:21:35
25.22,2016-04-16 03:21:44
25.2,2016-04-16 03:21:57
25.61,2016-04-16 03:22:51
25.61,2016-04-16 03:22:56
25.59,2016-04-16 03:23:01
26.34,2016-04-16 03:23:48
26.36,2016-04-16 03:24:13
26.36,2016-04-16 03:24:18
26.36,2016-04-16 03:24:28
26.36,2016-04-16 03:24:34
26.31,2016-04-16 03:24:59
26.31,2016-04-16 03:25:03
26.31,2016-04-16 03:25:11
26.26,2016-04-16 03:25:28
26.26,2016-04-16 03:25:39
26.26,2016-04-16 03:25:43
26.26,2016-04-16 03:25:50
21.42,2016-04-16 03:27:24
21.27,2016-04-16 03:27:55
21.27,2016-04-16 03:28:41
21.27,2016-04-16 03:28:46
21.27,2016-04-16 03:28:51
20.97,2016-04-16 03:29:18
20.97,2016-04-16 03:29:27
20.77,2016-04-16 03:30:09
20.77,2016-04-16 03:30:18
20.72,2016-04-16 03:30:32
20.7,2016-04-16 03:30:43
20.55,2016-04-16 03:31:42
20.55,2016-04-16 03:31:50
20.55,2016-04-16 03:31:59
20.55,2016-04-16 03:32:05
20.55,2016-04-16 03:32:12
20.5,2016-04-16 03:32:26
20.5,2016-04-16 03:32:42
20.5,2016-04-16 03:32:51
20.5,2016-04-16 03:32:56
20.5,2016-04-16 03:33:02
20.48,2016-04-16 03:33:10
20.48,2016-04-16 03:33:28
20.43,2016-04-16 03:33:48
20.43,2016-04-16 03:33:53
20.47,2016-04-16 03:34:49
20.45,2016-04-16 03:35:00
20.45,2016-04-16 03:35:06
20.47,2016-04-16 03:35:21
20.47,2016-04-16 03:35:27
20.47,2016-04-16 03:35:39
20.47,2016-04-16 03:35:44
20.47,2016-04-16 03:35:49
20.47,2016-04-16 03:35:55
20.42,2016-04-16 03:36:12
20.4,2016-04-16 03:36:26
20.4,2016-04-16 03:36:39
20.4,2016-04-16 03:36:45
20.61,2016-04-16 03:37:18
20.61,2016-04-16 03:37:26
20.8,2016-04-16 03:38:37
20.8,2016-04-16 03:38:43
20.78,2016-04-16 03:39:07
20.78,2016-04-16 03:39:13
20.78,2016-04-16 03:39:22
20.78,2016-04-16 03:39:27
21.1,2016-04-16 03:39:57
21.05,2016-04-16 03:40:12
21.05,2016-04-16 03:40:20
21.05,2016-04-16 03:40:26
21.05,2016-04-16 03:40:35
21.05,2016-04-16 03:40:43
21.05,2016-04-16 03:40:47
21.05,2016-04-16 03:40:53
21.0,2016-04-16 03:41:18
21.0,2016-04-16 03:41:27
21.0,2016-04-16 03:41:41
21.0,2016-04-16 03:41:47
20.98,2016-04-16 03:42:00
20.93,2016-04-16 03:42:14
20.93,2016-04-16 03:42:21
20.93,2016-04-16 03:42:26
20.76,2016-04-16 03:42:57
20.74,2016-04-16 03:43:02
20.69,2016-04-16 03:43:34
20.67,2016-04-16 03:43:49
20.67,2016-04-16 03:43:54
20.67,2016-04-16 03:44:15
20.67,2016-04-16 03:44:20
20.74,2016-04-16 03:44:37
20.74,2016-04-16 03:44:43
20.69,2016-04-16 03:45:41
20.67,2016-04-16 03:45:52
20.67,2016-04-16 03:46:13
20.67,2016-04-16 03:46:31
20.65,2016-04-16 03:46:36
20.65,2016-04-16 03:46:42
20.6,2016-04-16 03:46:56
20.6,2016-04-16 03:47:01
20.6,2016-04-16 03:47:12
20.97,2016-04-16 03:47:48
20.97,2016-04-16 03:47:59
20.92,2016-04-16 03:48:15
20.92,2016-04-16 03:48:22
20.92,2016-04-16 03:48:29
20.92,2016-04-16 03:48:40
20.92,2016-04-16 03:48:57
